INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
1997-051PU,35304,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,102.43,86.36,979,769,,3.0,0,SMALL,7337,1997,51,PU,Y,IRIDIUM 33 DEB,1997-051PU,35304
1997-051PS,35302,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,101.17,86.28,851,777,,3.0,0,SMALL,7337,1997,51,PS,Y,IRIDIUM 33 DEB,1997-051PS,35302
1999-025DNT,35187,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.21,99.7,848,784,,3.0,0,SMALL,7337,1999,25,DNT,Y,FENGYUN 1C DEB,1999-025DNT,35187
1999-025DNC,35172,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,97.48,98.67,827,449,,3.0,0,SMALL,7337,1999,25,DNC,Y,FENGYUN 1C DEB,1999-025DNC,35172
1999-025DME,35150,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,99.12,99.26,813,620,,3.0,0,SMALL,7337,1999,25,DME,Y,FENGYUN 1C DEB,1999-025DME,35150
1999-025DJU,35092,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.77,98.86,863,727,,3.0,0,SMALL,7337,1999,25,DJU,Y,FENGYUN 1C DEB,1999-025DJU,35092
1999-025DJN,35086,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.26,98.95,849,694,,3.0,0,SMALL,7337,1999,25,DJN,Y,FENGYUN 1C DEB,1999-025DJN,35086
2001-049PQ,34220,DEBRIS,PSLV DEB,IND,2001-10-22,SRI,,94.34,98.18,492,481,,3.0,0,SMALL,7337,2001,49,PQ,Y,PSLV DEB,2001-049PQ,34220
1999-057RT,34216,DEBRIS,CBERS 1 DEB,CHBZ,1999-10-14,TSC,,96.49,98.13,594,588,,3.0,0,SMALL,7337,1999,57,RT,Y,CBERS 1 DEB,1999-057RT,34216
1999-025DGR,33704,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,97.25,99.01,748,506,,3.0,0,SMALL,7337,1999,25,DGR,Y,FENGYUN 1C DEB,1999-025DGR,33704
1999-025DFN,33677,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.22,98.89,843,695,,3.0,0,SMALL,7337,1999,25,DFN,Y,FENGYUN 1C DEB,1999-025DFN,33677
1999-025DED,33644,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,96.39,99.56,616,555,,3.0,0,SMALL,7337,1999,25,DED,Y,FENGYUN 1C DEB,1999-025DED,33644
1971-024J,33518,DEBRIS,THOR DELTA 1 DEB,US,1971-04-01,AFWTR,,111.92,88.15,1342,1288,,3.0,0,SMALL,7337,1971,24,J,Y,THOR DELTA 1 DEB,1971-024J,33518
1971-024G,33516,DEBRIS,THOR DELTA 1 DEB,US,1971-04-01,AFWTR,,111.82,88.15,1345,1276,,3.0,0,SMALL,7337,1971,24,G,Y,THOR DELTA 1 DEB,1971-024G,33516
1971-024E,33514,DEBRIS,THOR DELTA 1 DEB,US,1971-04-01,AFWTR,,111.52,88.17,1346,1247,,3.0,0,SMALL,7337,1971,24,E,Y,THOR DELTA 1 DEB,1971-024E,33514
1999-025DAZ,32437,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,98.99,99.44,761,660,,3.0,0,SMALL,7337,1999,25,DAZ,Y,FENGYUN 1C DEB,1999-025DAZ,32437
1999-025DAQ,32428,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,99.5,99.0,795,674,,3.0,0,SMALL,7337,1999,25,DAQ,Y,FENGYUN 1C DEB,1999-025DAQ,32428
1999-025DAN,32426,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,105.88,98.27,1259,812,,3.0,0,SMALL,7337,1999,25,DAN,Y,FENGYUN 1C DEB,1999-025DAN,32426
1999-025CZU,32408,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,99.89,98.82,945,561,,3.0,0,SMALL,7337,1999,25,CZU,Y,FENGYUN 1C DEB,1999-025CZU,32408
1999-025CZN,32369,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,105.62,98.38,1344,702,,3.0,0,SMALL,7337,1999,25,CZN,Y,FENGYUN 1C DEB,1999-025CZN,32369
1999-025CYD,32336,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.32,98.99,873,674,,3.0,0,SMALL,7337,1999,25,CYD,Y,FENGYUN 1C DEB,1999-025CYD,32336
1999-025CVS,32220,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.62,99.27,1097,763,,3.0,0,SMALL,7337,1999,25,CVS,Y,FENGYUN 1C DEB,1999-025CVS,32220
1999-025CVR,32219,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.34,98.84,885,760,,3.0,0,SMALL,7337,1999,25,CVR,Y,FENGYUN 1C DEB,1999-025CVR,32219
1999-025CVK,32213,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.05,99.21,1035,771,,3.0,0,SMALL,7337,1999,25,CVK,Y,FENGYUN 1C DEB,1999-025CVK,32213
1999-025CTJ,32164,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,99.4,99.33,818,642,,3.0,0,SMALL,7337,1999,25,CTJ,Y,FENGYUN 1C DEB,1999-025CTJ,32164
1999-025CSR,32147,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,96.41,99.02,711,463,,3.0,0,SMALL,7337,1999,25,CSR,Y,FENGYUN 1C DEB,1999-025CSR,32147
1999-025CKY,31897,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.45,98.83,890,764,,3.0,0,SMALL,7337,1999,25,CKY,Y,FENGYUN 1C DEB,1999-025CKY,31897
1999-025CJY,31858,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,106.09,97.63,1318,773,,3.0,0,SMALL,7337,1999,25,CJY,Y,FENGYUN 1C DEB,1999-025CJY,31858
1999-025CJT,31853,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.76,99.01,920,858,,3.0,0,SMALL,7337,1999,25,CJT,Y,FENGYUN 1C DEB,1999-025CJT,31853
1999-025CJE,31840,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.37,99.1,987,849,,3.0,0,SMALL,7337,1999,25,CJE,Y,FENGYUN 1C DEB,1999-025CJE,31840
1999-025CHZ,31835,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.26,98.33,1045,781,,3.0,0,SMALL,7337,1999,25,CHZ,Y,FENGYUN 1C DEB,1999-025CHZ,31835
1999-025CGD,31778,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.82,99.29,926,859,,3.0,0,SMALL,7337,1999,25,CGD,Y,FENGYUN 1C DEB,1999-025CGD,31778
1999-025CFP,31764,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,104.1,98.15,1141,764,,3.0,0,SMALL,7337,1999,25,CFP,Y,FENGYUN 1C DEB,1999-025CFP,31764
1999-025CDR,31718,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,95.86,96.65,595,525,,3.0,0,SMALL,7337,1999,25,CDR,Y,FENGYUN 1C DEB,1999-025CDR,31718
1999-025CCJ,31676,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,108.16,98.6,1453,830,,3.0,0,SMALL,7337,1999,25,CCJ,Y,FENGYUN 1C DEB,1999-025CCJ,31676
1999-025CCD,31671,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.8,99.19,965,817,,3.0,0,SMALL,7337,1999,25,CCD,Y,FENGYUN 1C DEB,1999-025CCD,31671
1999-025CBU,31662,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.61,98.97,917,847,,3.0,0,SMALL,7337,1999,25,CBU,Y,FENGYUN 1C DEB,1999-025CBU,31662
1999-025BUR,31453,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,99.05,98.8,789,637,,3.0,0,SMALL,7337,1999,25,BUR,Y,FENGYUN 1C DEB,1999-025BUR,31453
1999-025BTM,31425,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.03,98.79,961,842,,3.0,0,SMALL,7337,1999,25,BTM,Y,FENGYUN 1C DEB,1999-025BTM,31425
1999-025BTH,31421,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.39,98.97,870,779,,3.0,0,SMALL,7337,1999,25,BTH,Y,FENGYUN 1C DEB,1999-025BTH,31421
1988-005V,31400,DEBRIS,METEOR 2-17 DEB,CIS,1988-01-30,PKMTR,,103.2,82.54,923,896,,3.0,0,SMALL,7337,1988,5,V,Y,METEOR 2-17 DEB,1988-005V,31400
1999-025BSH,31377,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.16,98.94,845,687,,3.0,0,SMALL,7337,1999,25,BSH,Y,FENGYUN 1C DEB,1999-025BSH,31377
1999-025BRJ,31354,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.86,98.37,987,612,,3.0,0,SMALL,7337,1999,25,BRJ,Y,FENGYUN 1C DEB,1999-025BRJ,31354
1999-025BKJ,31204,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,104.22,98.06,1143,773,,3.0,0,SMALL,7337,1999,25,BKJ,Y,FENGYUN 1C DEB,1999-025BKJ,31204
1999-025BGW,31144,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.8,99.24,963,819,,3.0,0,SMALL,7337,1999,25,BGW,Y,FENGYUN 1C DEB,1999-025BGW,31144
1999-025BAS,30952,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.35,99.71,843,708,,3.0,0,SMALL,7337,1999,25,BAS,Y,FENGYUN 1C DEB,1999-025BAS,30952
1999-025AYS,30904,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.81,99.04,959,824,,3.0,0,SMALL,7337,1999,25,AYS,Y,FENGYUN 1C DEB,1999-025AYS,30904
1999-025AYP,30901,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,99.62,99.01,816,665,,3.0,0,SMALL,7337,1999,25,AYP,Y,FENGYUN 1C DEB,1999-025AYP,30901
1999-025ADX,30408,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.94,99.06,1037,853,,3.0,0,SMALL,7337,1999,25,ADX,Y,FENGYUN 1C DEB,1999-025ADX,30408
1981-053KG,17026,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,103.99,83.13,1002,892,,3.0,0,SMALL,7337,1981,53,KG,Y,COSMOS 1275 DEB,1981-053KG,17026
1968-002M,29188,DEBRIS,DELTA 1 DEB,US,1968-01-11,AFWTR,,107.8,105.84,1337,913,,3.0,0,SMALL,7337,1968,2,M,Y,DELTA 1 DEB,1968-002M,29188
1965-063AD,29179,DEBRIS,SCOUT B DEB,US,1965-08-10,WLPIS,,121.6,69.22,2368,1137,,3.0,0,SMALL,7337,1965,63,AD,Y,SCOUT B DEB,1965-063AD,29179
1965-063Y,29174,DEBRIS,SCOUT B DEB,US,1965-08-10,WLPIS,,120.6,69.26,2278,1137,,3.0,0,SMALL,7337,1965,63,Y,Y,SCOUT B DEB,1965-063Y,29174
1988-005L,29066,DEBRIS,METEOR 2-17 DEB,CIS,1988-01-30,PKMTR,,103.22,82.55,915,907,,3.0,0,SMALL,7337,1988,5,L,Y,METEOR 2-17 DEB,1988-005L,29066
1981-021V,29020,DEBRIS,COSMOS 1249 COOLANT,CIS,1981-03-05,TTMTR,,103.47,64.96,947,898,,3.0,0,SMALL,7337,1981,21,V,Y,COSMOS 1249 COOLANT,1981-021V,29020
1965-063P,29009,DEBRIS,SCOUT B DEB,US,1965-08-10,WLPIS,,120.85,69.23,2376,1062,,3.0,0,SMALL,7337,1965,63,P,Y,SCOUT B DEB,1965-063P,29009
2001-049PJ,28856,DEBRIS,PSLV DEB,IND,2001-10-22,SRI,,98.07,97.74,697,636,,3.0,0,SMALL,7337,2001,49,PJ,Y,PSLV DEB,2001-049PJ,28856
1965-063H,28798,DEBRIS,SCOUT B DEB,US,1965-08-10,WLPIS,,120.86,69.23,2311,1128,,3.0,0,SMALL,7337,1965,63,H,Y,SCOUT B DEB,1965-063H,28798
1965-063G,28797,DEBRIS,SCOUT B DEB,US,1965-08-10,WLPIS,,120.44,69.21,2244,1157,,3.0,0,SMALL,7337,1965,63,G,Y,SCOUT B DEB,1965-063G,28797
1966-040AD,28614,DEBRIS,NIMBUS 2 DEB,US,1966-05-15,AFWTR,,107.27,100.34,1128,1072,,3.0,0,SMALL,7337,1966,40,AD,Y,NIMBUS 2 DEB,1966-040AD,28614
1984-069AF,27913,DEBRIS,COSMOS 1579 COOLANT,CIS,1984-06-29,TTMTR,,103.54,65.05,972,881,,3.0,0,SMALL,7337,1984,69,AF,Y,COSMOS 1579 COOLANT,1984-069AF,27913
1994-029AEK,27755,DEBRIS,PEGASUS DEB,US,1994-05-19,AFWTR,,110.84,81.82,1923,607,,3.0,0,SMALL,7337,1994,29,AEK,Y,PEGASUS DEB,1994-029AEK,27755
2000-055LV,41497,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.41,98.8,900,846,,3.0,0,SMALL,7404,2000,55,LV,Y,NOAA 16 DEB,2000-055LV,41497
1984-069K,26518,DEBRIS,COSMOS 1579 COOLANT,CIS,1984-06-29,TTMTR,,103.59,65.05,971,886,,3.0,0,SMALL,7337,1984,69,K,Y,COSMOS 1579 COOLANT,1984-069K,26518
1968-091CX,15534,DEBRIS,COSMOS 249 DEB *,CIS,1968-10-20,TTMTR,,101.09,62.61,1101,520,,5.0,0,SMALL,7337,1968,91,CX,Y,COSMOS 249 DEB *,1968-091CX,15534
1978-100E,11177,DEBRIS,SL-14 DEB,CIS,1978-10-26,PKMTR,,120.28,82.53,1711,1676,,3.0,0,SMALL,7337,1978,100,E,Y,SL-14 DEB,1978-100E,11177
1999-025BM,29771,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.98,99.61,865,745,,3.0,0,SMALL,7384,1999,25,BM,Y,FENGYUN 1C DEB,1999-025BM,29771
1984-069G,26515,DEBRIS,COSMOS 1579 COOLANT,CIS,1984-06-29,TTMTR,,103.64,65.04,979,882,,3.0,0,SMALL,7495,1984,69,G,Y,COSMOS 1579 COOLANT,1984-069G,26515
1984-069U,26647,DEBRIS,COSMOS 1579 COOLANT,CIS,1984-06-29,TTMTR,,103.58,65.05,958,898,,3.0,0,SMALL,7495,1984,69,U,Y,COSMOS 1579 COOLANT,1984-069U,26647
1984-069AE,27912,DEBRIS,COSMOS 1579 COOLANT,CIS,1984-06-29,TTMTR,,103.62,65.04,973,886,,3.0,0,SMALL,7495,1984,69,AE,Y,COSMOS 1579 COOLANT,1984-069AE,27912
1984-069AH,28272,DEBRIS,COSMOS 1579 COOLANT,CIS,1984-06-29,TTMTR,,103.6,65.04,969,888,,3.0,0,SMALL,7495,1984,69,AH,Y,COSMOS 1579 COOLANT,1984-069AH,28272
1968-055R,28669,DEBRIS,DELTA 1 DEB,US,1968-07-04,AFWTR,,115.79,120.54,2406,577,,3.0,0,SMALL,7495,1968,55,R,Y,DELTA 1 DEB,1968-055R,28669
1965-063L,28801,DEBRIS,SCOUT B DEB,US,1965-08-10,WLPIS,,120.47,69.28,2274,1129,,3.0,0,SMALL,7495,1965,63,L,Y,SCOUT B DEB,1965-063L,28801
1965-063M,28802,DEBRIS,SCOUT B DEB,US,1965-08-10,WLPIS,,120.55,69.23,2263,1148,,3.0,0,SMALL,7495,1965,63,M,Y,SCOUT B DEB,1965-063M,28802
1981-037E,29203,DEBRIS,COSMOS 1266 COOLANT,CIS,1981-04-21,TTMTR,,103.49,64.75,952,895,,3.0,0,SMALL,7495,1981,37,E,Y,COSMOS 1266 COOLANT,1981-037E,29203
1987-080M,29209,DEBRIS,SCOUT G-1 DEB,US,1987-09-16,AFWTR,,101.16,90.27,887,741,,3.0,0,SMALL,7495,1987,80,M,Y,SCOUT G-1 DEB,1987-080M,29209
1987-080N,29210,DEBRIS,SCOUT G-1 DEB,US,1987-09-16,AFWTR,,105.21,90.24,1108,900,,3.0,0,SMALL,7495,1987,80,N,Y,SCOUT G-1 DEB,1987-080N,29210
2003-037E,29420,DEBRIS,COSMOS 2400 DEB,CIS,2003-08-19,PKMTR,,115.63,82.46,1501,1468,,3.0,0,MEDIUM,7495,2003,37,E,Y,COSMOS 2400 DEB,2003-037E,29420
1999-025BFZ,31079,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.67,99.08,930,840,,3.0,0,SMALL,7495,1999,25,BFZ,Y,FENGYUN 1C DEB,1999-025BFZ,31079
1999-025BPW,31318,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.11,99.02,887,735,,3.0,0,SMALL,7495,1999,25,BPW,Y,FENGYUN 1C DEB,1999-025BPW,31318
1999-025BRB,31347,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.34,98.52,888,661,,3.0,0,SMALL,7495,1999,25,BRB,Y,FENGYUN 1C DEB,1999-025BRB,31347
1999-025BRG,31352,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.75,99.26,927,661,,3.0,0,SMALL,7495,1999,25,BRG,Y,FENGYUN 1C DEB,1999-025BRG,31352
1999-025BRT,31363,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.86,98.48,1007,781,,3.0,0,SMALL,7495,1999,25,BRT,Y,FENGYUN 1C DEB,1999-025BRT,31363
1960-009D,52,DEBRIS,ECHO 1 DEB (MYLAR OBJ),US,1960-08-12,AFETR,,118.26,47.38,1711,1494,,3.0,0,,7541,1960,9,D,Y,ECHO 1 DEB (MYLAR OBJ),1960-009D,52
1978-100AU,25832,DEBRIS,SL-14 DEB,CIS,1978-10-26,PKMTR,,120.25,82.55,1700,1684,,3.0,0,MEDIUM,7541,1978,100,AU,Y,SL-14 DEB,1978-100AU,25832
1965-063Q,29166,DEBRIS,SCOUT B DEB,US,1965-08-10,WLPIS,,120.06,69.19,2335,1033,,3.0,0,SMALL,7541,1965,63,Q,Y,SCOUT B DEB,1965-063Q,29166
1965-063X,29173,DEBRIS,SCOUT B DEB,US,1965-08-10,WLPIS,,121.54,69.26,2357,1143,,3.0,0,SMALL,7541,1965,63,X,Y,SCOUT B DEB,1965-063X,29173
1965-063AB,29177,DEBRIS,SCOUT B DEB,US,1965-08-10,WLPIS,,121.24,69.21,2286,1186,,3.0,0,SMALL,7541,1965,63,AB,Y,SCOUT B DEB,1965-063AB,29177
1999-025CGA,31775,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.88,99.03,934,856,,3.0,0,SMALL,7541,1999,25,CGA,Y,FENGYUN 1C DEB,1999-025CGA,31775
1999-025CMF,31930,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.59,98.28,1158,699,,3.0,0,SMALL,7541,1999,25,CMF,Y,FENGYUN 1C DEB,1999-025CMF,31930
1988-074S,35529,DEBRIS,SCOUT G-1 DEB,US,1988-08-25,AFWTR,,106.43,89.91,1128,994,,3.0,0,SMALL,7541,1988,74,S,Y,SCOUT G-1 DEB,1988-074S,35529
1993-036BEM,36623,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.35,74.1,929,526,,3.0,0,SMALL,7541,1993,36,BEM,Y,COSMOS 2251 DEB,1993-036BEM,36623
1999-025DXS,36648,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.33,97.94,932,616,,3.0,0,SMALL,7541,1999,25,DXS,Y,FENGYUN 1C DEB,1999-025DXS,36648
1999-025EBM,36739,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,99.78,99.01,842,655,,3.0,0,SMALL,7541,1999,25,EBM,Y,FENGYUN 1C DEB,1999-025EBM,36739
1987-011AH,36953,DEBRIS,COSMOS 1818 COOLANT,CIS,1987-02-01,TTMTR,,100.54,65.01,795,773,,3.0,0,SMALL,7541,1987,11,AH,Y,COSMOS 1818 COOLANT,1987-011AH,36953
1999-025EMS,37725,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,99.05,98.83,854,572,,3.0,0,SMALL,7541,1999,25,EMS,Y,FENGYUN 1C DEB,1999-025EMS,37725
1999-025EWK,39542,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,104.77,98.22,1201,766,,3.0,0,SMALL,7541,1999,25,EWK,Y,FENGYUN 1C DEB,1999-025EWK,39542
1991-009DZ,40357,DEBRIS,SL-8 DEB,CIS,1991-02-12,PKMTR,,117.21,73.94,1693,1418,,3.0,0,SMALL,7541,1991,9,DZ,Y,SL-8 DEB,1991-009DZ,40357
2000-055MY,41524,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.54,98.88,856,808,,3.0,0,SMALL,7541,2000,55,MY,Y,NOAA 16 DEB,2000-055MY,41524
1995-015HN,42296,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,101.58,98.81,845,821,,3.0,0,SMALL,7541,1995,15,HN,Y,DMSP 5D-2 F13 DEB,1995-015HN,42296
1966-040BR,42438,DEBRIS,NIMBUS 2 DEB,US,1966-05-15,AFWTR,,107.87,100.35,1164,1092,,3.0,0,SMALL,7541,1966,40,BR,Y,NIMBUS 2 DEB,1966-040BR,42438
1974-089FR,42600,DEBRIS,THORAD DELTA 1 DEB,US,1974-11-15,AFWTR,,115.07,101.57,1500,1417,,3.0,0,SMALL,7541,1974,89,FR,Y,THORAD DELTA 1 DEB,1974-089FR,42600
1998-046P,44020,DEBRIS,ORBCOMM FM 16 DEB,ORB,1998-08-02,ERAS,,104.26,45.22,1208,712,,3.0,0,SMALL,7541,1998,46,P,Y,ORBCOMM FM 16 DEB,1998-046P,44020
1984-069S,26645,DEBRIS,COSMOS 1579 COOLANT,CIS,1984-06-29,TTMTR,,103.53,65.05,969,883,,3.0,0,SMALL,7553,1984,69,S,Y,COSMOS 1579 COOLANT,1984-069S,26645
2019-039S,45001,DEBRIS,COSMOS 2535 DEB,CIS,2019-07-10,PKMTR,,100.53,97.05,973,595,,3.0,0,,7563,2019,39,S,Y,COSMOS 2535 DEB,2019-039S,45001
2019-039AC,45011,DEBRIS,COSMOS 2535 DEB,CIS,2019-07-10,PKMTR,,98.81,97.05,793,611,,3.0,0,SMALL,7563,2019,39,AC,Y,COSMOS 2535 DEB,2019-039AC,45011
2019-039AF,45014,DEBRIS,COSMOS 2535 DEB,CIS,2019-07-10,PKMTR,,98.33,97.13,770,588,,3.0,0,SMALL,7563,2019,39,AF,Y,COSMOS 2535 DEB,2019-039AF,45014
2019-039Q,44999,DEBRIS,COSMOS 2535 DEB,CIS,2019-07-10,PKMTR,,98.13,97.05,737,602,,3.0,0,MEDIUM,7564,2019,39,Q,Y,COSMOS 2535 DEB,2019-039Q,44999
2013-076G,44913,DEBRIS,COSMOS 2491 DEB,CIS,2013-12-25,PKMTR,,115.09,82.47,1504,1415,,3.0,0,SMALL,7577,2013,76,G,Y,COSMOS 2491 DEB,2013-076G,44913
2013-076V,45032,DEBRIS,COSMOS 2491 DEB,CIS,2013-12-25,PKMTR,,114.44,82.49,1506,1354,,3.0,0,,7577,2013,76,V,Y,COSMOS 2491 DEB,2013-076V,45032
1999-025ESW,38511,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,99.12,96.54,782,651,,3.0,0,SMALL,7578,1999,25,ESW,Y,FENGYUN 1C DEB,1999-025ESW,38511
2013-076M,44991,DEBRIS,COSMOS 2491 DEB,CIS,2013-12-25,PKMTR,,114.48,82.4,1487,1377,,3.0,0,,7578,2013,76,M,Y,COSMOS 2491 DEB,2013-076M,44991
2013-076L,44990,DEBRIS,COSMOS 2491 DEB,CIS,2013-12-25,PKMTR,,114.96,82.48,1491,1416,,3.0,0,,7581,2013,76,L,Y,COSMOS 2491 DEB,2013-076L,44990
2013-076Q,44994,DEBRIS,COSMOS 2491 DEB,CIS,2013-12-25,PKMTR,,114.15,82.48,1501,1332,,3.0,0,SMALL,7581,2013,76,Q,Y,COSMOS 2491 DEB,2013-076Q,44994
2013-076P,44993,DEBRIS,COSMOS 2491 DEB,CIS,2013-12-25,PKMTR,,118.13,82.44,1705,1489,,3.0,0,SMALL,7590,2013,76,P,Y,COSMOS 2491 DEB,2013-076P,44993
2013-076K,44989,DEBRIS,COSMOS 2491 DEB,CIS,2013-12-25,PKMTR,,114.61,82.48,1498,1378,,3.0,0,,7593,2013,76,K,Y,COSMOS 2491 DEB,2013-076K,44989
2013-076J,44988,DEBRIS,COSMOS 2491 DEB,CIS,2013-12-25,PKMTR,,115.2,82.46,1489,1439,,3.0,0,SMALL,7596,2013,76,J,Y,COSMOS 2491 DEB,2013-076J,44988
1993-036BBN,36463,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.56,74.05,751,724,,3.0,0,SMALL,7600,1993,36,BBN,Y,COSMOS 2251 DEB,1993-036BBN,36463
1982-025BE,36867,DEBRIS,METEOR 2-8 DEB,CIS,1982-03-25,PKMTR,,102.19,82.54,870,854,,3.0,0,SMALL,7607,1982,25,BE,Y,METEOR 2-8 DEB,1982-025BE,36867
2013-076Y,45109,DEBRIS,COSMOS 2491 DEB,CIS,2013-12-25,PKMTR,,117.84,82.43,1694,1474,,3.0,0,SMALL,7610,2013,76,Y,Y,COSMOS 2491 DEB,2013-076Y,45109
1966-040BV,42442,DEBRIS,NIMBUS 2 DEB,US,1966-05-15,AFWTR,,107.81,100.33,1170,1081,,3.0,0,SMALL,7642,1966,40,BV,Y,NIMBUS 2 DEB,1966-040BV,42442
1981-053PR,42105,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,106.04,82.98,1180,907,,3.0,0,SMALL,7644,1981,53,PR,Y,COSMOS 1275 DEB,1981-053PR,42105
1991-056CN,45354,DEBRIS,SL-14 DEB,CIS,1991-08-15,PKMTR,,104.7,83.02,1225,735,,3.0,0,SMALL,7647,1991,56,CN,Y,SL-14 DEB,1991-056CN,45354
1991-056BT,45329,DEBRIS,SL-14 DEB,CIS,1991-08-15,PKMTR,,109.61,82.72,1422,996,,3.0,0,SMALL,7654,1991,56,BT,Y,SL-14 DEB,1991-056BT,45329
1999-057PT,31868,DEBRIS,CBERS 1 DEB,CHBZ,1999-10-14,TSC,,100.2,98.23,773,763,,3.0,0,SMALL,7687,1999,57,PT,Y,CBERS 1 DEB,1999-057PT,31868
1999-057QF,32067,DEBRIS,CBERS 1 DEB,CHBZ,1999-10-14,TSC,,99.67,98.3,748,738,,3.0,0,SMALL,7687,1999,57,QF,Y,CBERS 1 DEB,1999-057QF,32067
1999-057QG,32068,DEBRIS,CBERS 1 DEB,CHBZ,1999-10-14,TSC,,100.3,98.18,779,766,,3.0,0,SMALL,7687,1999,57,QG,Y,CBERS 1 DEB,1999-057QG,32068
